sequence_id,prompt,n_frames,mm_mae,mm_rmse,mm_dtw_mae,mm_pearson_r,mm_r2,kin_mae,kin_rmse,kin_dtw_mae,kin_pearson_r,kin_r2,kin_timing_s,mm_timing_s
Dance_and_standing_at_the_same_time_clip1,dance and standing at the same time,138,0.013547403737902641,0.022649560123682022,0.013547403737902641,1.2770700053010842e-09,-21230.44921875,0.016230057924985886,0.023198427632451057,0.016230057924985886,0.0,-62332.7734375,0.13652137500002937,0.056516666008974425
Finding_something_during_standing_1_clip1,finding something during standing,256,0.013554561883211136,0.022339392453432083,0.013554561883211136,9.231115427610348e-09,-31473.265625,0.015917882323265076,0.023021167144179344,0.015917882323265076,0.0,-101131.7265625,0.2403204160000314,0.0674959579919232
Orchid_finger_while_sitting_2_clip1,orchid finger while sitting,153,0.013554892502725124,0.022190894931554794,0.013554893434047699,-1.4892375110875378e-09,-22504.453125,0.014425910077989101,0.019096963107585907,0.014425910077989101,0.0,-70862.9140625,0.14933745799999087,0.05409533399506472
Wash_hands_during_sitting_clip1,wash hands during sitting,156,0.013556044548749924,0.022295570001006126,0.013556044548749924,1.8933853596081462e-08,-25719.48828125,0.014446910470724106,0.018736861646175385,0.014446910470724106,0.0,-73252.75,0.20944345899988548,0.06394662499951664
Simultaneously_Drawing_and_standing_clip1,simultaneously drawing and standing,256,0.013561384752392769,0.021997274830937386,0.013561383821070194,-4.683511800607221e-09,-40764.1328125,0.013905300758779049,0.01776844635605812,0.013905300758779049,0.0,-126782.4765625,0.2604017499998008,0.05839025000750553
walking_and_Cutting_Vegetables_at_the_same_time_2_clip1,walking and cutting vegetables at the same time,238,0.013567502610385418,0.02280041016638279,0.013567504473030567,-2.184563818730112e-08,-31630.453125,0.01660866104066372,0.024406710639595985,0.01660866104066372,0.0,-93614.5859375,0.27670191599827376,0.05613337500835769
Selling_during_sitting_1_clip1,selling during sitting,168,0.013571650721132755,0.021935589611530304,0.013571652583777905,-6.2585403526327354e-09,-20492.201171875,0.015189827419817448,0.020008018240332603,0.015189827419817448,0.0,-74373.921875,0.15661937499999112,0.0566160409944132
Simultaneously_Dance_and_sitting_1_clip1,simultaneously dance and sitting,256,0.013577301055192947,0.02245575189590454,0.013577301986515522,-1.1919776277125038e-08,-39856.1171875,0.014837335795164108,0.019851328805088997,0.014837335795164108,0.0,-119484.2890625,0.23276316700003008,0.0606088750064373
Draw_circles_with_one_finger_during_standing_clip1,draw circles with one finger during standing,138,0.013579286634922028,0.02215578779578209,0.013579284772276878,3.7595335733442425e-09,-23031.845703125,0.01419895887374878,0.018413642421364784,0.01419895887374878,0.0,-79804.2265625,0.1247204999999667,0.049001250008586794
Simultaneously_Digging_and_sitting_clip1,simultaneously digging and sitting,143,0.013592670671641827,0.02224498987197876,0.013592669740319252,-1.4795390690380827e-08,-26473.166015625,0.014830959029495716,0.019772198051214218,0.014830959029495716,0.0,-68943.859375,0.1290570830001343,0.06814491600380279
Rock_Climbing_while_sitting_2_clip1,rock climbing while sitting,202,0.013593451119959354,0.022631065919995308,0.013593452051281929,2.5102332656956605e-08,-32406.65234375,0.015394927933812141,0.02092832699418068,0.015394927933812141,0.0,-89117.0625,0.1848759169999994,0.06273837499611545
sitting_while_Hand_pockets_1_clip1,sitting while hand pockets,153,0.013610505498945713,0.022413667291402817,0.013610505498945713,7.119040357217443e-10,-29548.970703125,0.014806556515395641,0.02007937990128994,0.014806556515395641,0.0,-72574.859375,0.1816573750002135,0.05602912500035018
Simultaneously_Stopping_and_standing_clip1,simultaneously stopping and standing,193,0.013612010516226292,0.022245170548558235,0.013612010516226292,1.9509064586031855e-08,-34472.79296875,0.014479856006801128,0.01909591443836689,0.014479856006801128,0.0,-90895.609375,0.18319687500024884,0.05951454199384898
walking_during_Voting_clip1,walking during voting,193,0.01361557561904192,0.022563815116882324,0.01361557375639677,9.461375682917605e-09,-16790.091796875,0.016782481223344803,0.024746526032686234,0.016782481223344803,0.0,-81513.515625,0.2540760419979051,0.07179299999552313
walking_and_Rowing_at_the_same_time_3_clip1,walking and rowing at the same time,172,0.01362859457731247,0.022609278559684753,0.013628593645989895,1.6976050565276068e-09,-26908.279296875,0.01694015972316265,0.024586530402302742,0.01694015972316265,0.0,-76223.9375,0.2362655420001829,0.05943908300832845
Writing_in_the_Air_while_walking_clip1,writing in the air while walking,137,0.013632670044898987,0.022632770240306854,0.013632670044898987,-2.1704114061549262e-09,-21481.18359375,0.014726094901561737,0.019766798242926598,0.014726094901561737,0.0,-68418.484375,0.19157562500186032,0.0662054580025142
Rock_Paper_Scissors_while_sitting_clip1,rock paper scissors while sitting,155,0.013638189993798733,0.022430967539548874,0.013638189993798733,9.066331685403384e-09,-20051.896484375,0.014191877096891403,0.01826028898358345,0.014191877096891403,0.0,-68546.5703125,0.14850699999988137,0.0565131249895785
Simultaneously_Dance_and_sitting_2_clip1,simultaneously dance and sitting,141,0.013651679269969463,0.022581035271286964,0.013651679269969463,-8.726969369377002e-09,-22185.326171875,0.01570424623787403,0.021469300612807274,0.01570424623787403,0.0,-67546.78125,0.13788512500013894,0.055447541002649814
Simultaneously_sitting_and_Hill_Climbing_1_clip1,simultaneously sitting and hill climbing,139,0.013658052310347557,0.022390829399228096,0.013658054172992706,4.733643699239565e-09,-21062.720703125,0.01530522108078003,0.020799564197659492,0.01530522108078003,0.0,-62552.1171875,0.13035620800019387,0.05085854200297035
Take_off_your_jacket_during_standing_clip1,take off your jacket during standing,208,0.013662864454090595,0.022117409855127335,0.013662864454090595,2.4088681271905443e-08,-14364.1650390625,0.014543971046805382,0.019577380269765854,0.014543971046805382,0.0,-93981.359375,0.24104008299764246,0.06233787500241306
Finding_something_during_standing_clip1,finding something during standing,179,0.013666377402842045,0.02253059856593609,0.013666377402842045,-8.429804410070574e-09,-26605.046875,0.014593647792935371,0.020071804523468018,0.014593647792935371,0.0,-83387.8671875,0.23966529100016487,0.06118637499457691
Simultaneously_Drawing_and_standing_clip1,simultaneously drawing and standing,256,0.013668479397892952,0.022214841097593307,0.013668477535247803,3.828276362582983e-09,-45466.6328125,0.013753856532275677,0.017403066158294678,0.013753856532275677,0.0,-141668.921875,0.2604017499998008,0.05578516599780414
Simultaneously_Apply_cream_on_the_face_and_sitting_1_clip1,simultaneously apply cream on the face and sitting,256,0.013670278713107109,0.022316111251711845,0.013670278713107109,-7.518032418829534e-09,-43853.35546875,0.013735582120716572,0.017244042828679085,0.013735582120716572,0.0,-117999.6875,0.2353890419999516,0.05484179098857567
Simultaneously_Mopping_the_floor_and_standing_clip1,simultaneously mopping the floor and standing,68,0.013678053393959999,0.022493233904242516,0.013678055256605148,1.6587681228585893e-09,-10544.298828125,0.017314758151769638,0.025631193071603775,0.017314758151769638,0.0,-31912.12109375,0.07195270800002618,0.055628582995268516
Simultaneously_Apply_cream_on_the_face_and_sitting_1_clip1,simultaneously apply cream on the face and sitting,256,0.013678445480763912,0.022314710542559624,0.013678445480763912,-1.3444005908525014e-08,-44431.765625,0.013719423674046993,0.017241142690181732,0.013719423674046993,0.0,-119073.9609375,0.2353890419999516,0.05756170899257995
Selling_during_sitting_clip1,selling during sitting,119,0.013680672273039818,0.022231806069612503,0.013680672273039818,4.1368708458833225e-09,-19202.037109375,0.014839224517345428,0.019238686189055443,0.014839224517345428,0.0,-64597.35546875,0.11721154199994999,0.06058566601132043
Simultaneously_Walking_apart_and_standing_clip1,simultaneously walking apart and standing,166,0.013684137724339962,0.022591330111026764,0.013684137724339962,1.3308495638852946e-08,-20858.3359375,0.017099350690841675,0.024656597524881363,0.017099350690841675,0.0,-67538.6640625,0.16569562500035317,0.0597605829971144
sitting_while_Hand_pockets_clip1,sitting while hand pockets,147,0.013698293827474117,0.02255132794380188,0.013698293827474117,-1.1560396195875455e-08,-36906.6953125,0.014452250674366951,0.01862790808081627,0.014452250674366951,0.0,-82413.765625,0.1910312919972057,0.0550840419891756
sitting_while_Hand_gesture_to_indicate_flight_clip1,sitting while hand gesture to indicate flight,173,0.013699162751436234,0.022626137360930443,0.013699162751436234,-3.174014295836969e-08,-31264.169921875,0.014664859510958195,0.0192953459918499,0.014664859510958195,0.0,-79577.515625,0.22445412500019302,0.06143862499448005
Orchid_finger_while_sitting_1_clip1,orchid finger while sitting,159,0.013700839132070541,0.02240101248025894,0.013700837269425392,1.559277151841343e-08,-24215.90234375,0.014125452376902103,0.018151268362998962,0.014125452376902103,0.0,-77911.984375,0.15338674999998148,0.05575395800406113
Sweeping_and_sitting_at_the_same_time_1_clip1,sweeping and sitting at the same time,181,0.01370354276150465,0.022700868546962738,0.01370354276150465,-1.7738695845537222e-08,-30932.841796875,0.01584879867732525,0.021396925672888756,0.01584879867732525,0.0,-78343.6875,0.24292649999915739,0.06246074999216944
Simultaneously_sitting_and_Folding_Laundry_clip1,simultaneously sitting and folding laundry,201,0.013707300648093224,0.02246670238673687,0.013707299716770649,2.4031272971569706e-08,-30840.81640625,0.015337958931922913,0.021738192066550255,0.015337958931922913,0.0,-84229.6640625,0.17993383299972265,0.056528499990236014
Simultaneously_Rock_Climbing_and_standing_clip1,simultaneously rock climbing and standing,207,0.013709752820432186,0.022584980353713036,0.01370975375175476,1.0030783315073677e-08,-27467.84765625,0.014704710803925991,0.01982000470161438,0.014704710803925991,0.0,-89351.0,0.17750345800004652,0.06255074999353383
Trembling_while_sitting_1_clip1,trembling while sitting,173,0.013711992651224136,0.022760611027479172,0.013711993582546711,1.1167240465681516e-08,-37187.54296875,0.014573624357581139,0.01873967982828617,0.014573624357581139,0.0,-87609.6484375,0.2273826669988921,0.05860820799716748
Simultaneously_Touching_the_Pocket_and_standing_clip1,simultaneously touching the pocket and standing,164,0.013727832585573196,0.022607827559113503,0.013727832585573196,-1.3973486368001886e-08,-26058.353515625,0.014119147323071957,0.01824033074080944,0.014119147323071957,0.0,-82710.1953125,0.158527041999605,0.054441375003079884
Digging_while_standing_clip1,digging while standing,167,0.013737852685153484,0.022791171446442604,0.013737852685153484,-7.968253612489207e-09,-24726.0390625,0.016041992232203484,0.022898079827427864,0.016041992232203484,0.0,-70035.4921875,0.15233024999997724,0.05129208399739582
Simultaneously_standing_and_Drinking_tea_1_clip1,simultaneously standing and drinking tea,147,0.013738122768700123,0.022146301344037056,0.013738122768700123,3.769233369865788e-09,-27124.279296875,0.014546239748597145,0.01936255767941475,0.014546239748597145,0.0,-69840.5,0.19242399999984627,0.04842566700244788
Rock_Climbing_while_sitting_clip1,rock climbing while sitting,252,0.01375425886362791,0.022754322737455368,0.013754259794950485,-5.668043812079304e-09,-42438.2265625,0.014631965197622776,0.01940123364329338,0.014631965197622776,0.0,-116448.015625,0.22747766700013017,0.05829029199958313
Cutting_things_while_standing_clip1,cutting things while standing,155,0.0137556791305542,0.02247508242726326,0.0137556791305542,5.870006702934916e-09,-32331.265625,0.013733158819377422,0.01752437651157379,0.013733158819377422,0.0,-92305.8125,0.16865054200002305,0.052916415996151045
Simultaneously_standing_and_Drinking_tea_clip1,simultaneously standing and drinking tea,237,0.013760846108198166,0.02211279422044754,0.013760845176875591,1.0813695716649363e-08,-55030.73828125,0.014189126901328564,0.018543940037488937,0.014189126901328564,0.0,-131306.5625,0.30218395799965947,0.059256207998259924
walking_while_Hand_touches_neck_1_clip1,walking while hand touches neck,253,0.013761572539806366,0.022990360856056213,0.013761572539806366,-1.1900747942661383e-08,-30840.630859375,0.015704695135354996,0.022077342495322227,0.015704695135354996,0.0,-93667.609375,0.3241908340023656,0.06571374999475665
Eating_watermelon_and_sitting_at_the_same_time_clip1,eating watermelon and sitting at the same time,185,0.013765856623649597,0.022516174241900444,0.013765856623649597,-9.788010402189684e-10,-27356.119140625,0.014719095081090927,0.019600272178649902,0.014719095081090927,0.0,-80744.6953125,0.17066137500000877,0.056986165989656
standing_while_Command_clip1,standing while command,152,0.013772347010672092,0.022556526586413383,0.013772347010672092,3.623329858370994e-09,-29962.49609375,0.01422285009175539,0.018550541251897812,0.01422285009175539,0.0,-87490.75,0.21793258299658191,0.05569216699223034
Simultaneously_sitting_and_Compare_the_frame_with_both_hands_to_indicate_the_action_of_taking_a_photo_clip1,simultaneously sitting and compare the frame with both hands to indicate the action of taking a photo,140,0.013774935156106949,0.02271420694887638,0.013774934224784374,-1.9012251772920763e-09,-22779.875,0.015235662460327148,0.020832819864153862,0.015235662460327148,0.0,-61773.3671875,0.140326499999901,0.07177750000846572
Simultaneously_sleepy_expression_and_walking_clip1,simultaneously sleepy expression and walking,145,0.013776562176644802,0.02334785647690296,0.013776563107967377,-6.127046092707644e-10,-17300.93359375,0.016699936240911484,0.025622691959142685,0.016699936240911484,0.0,-66143.125,0.14039962500010006,0.03886395900917705
Lifting_Heavy_Objects_during_standing_4_clip1,lifting heavy objects during standing,124,0.0137772923335433,0.022181421518325806,0.013777293264865875,6.792489237739119e-09,-19115.609375,0.013864317908883095,0.017705846577882767,0.013864317908883095,0.0,-68732.359375,0.1246126659998481,0.056483958003809676
Simultaneously_Side_Kick_and_standing_1_clip1,simultaneously side kick and standing,198,0.013779012486338615,0.02314744144678116,0.013779012486338615,7.733208740035025e-09,-22800.537109375,0.01577707566320896,0.02216612920165062,0.01577707566320896,0.0,-85288.7890625,0.17914329099994575,0.04762516700429842
Simultaneously_Sniffing_and_standing_clip1,simultaneously sniffing and standing,170,0.013779995031654835,0.022305551916360855,0.013779995031654835,-3.522227398633504e-09,-29937.630859375,0.013791510835289955,0.01760358177125454,0.013791510835289955,0.0,-90508.46875,0.16418091700006698,0.058906292004394345
Lifting_Heavy_Objects_during_standing_1_clip1,lifting heavy objects during standing,166,0.013781217858195305,0.02231191284954548,0.01378121692687273,5.862575314097285e-09,-34418.68359375,0.013680986128747463,0.01735578663647175,0.013680986128747463,0.0,-96349.1015625,0.141121541000075,0.05968470800144132
sitting_while_Smash_things_clip1,sitting while smash things,166,0.0137916449457407,0.02285032905638218,0.0137916449457407,-3.2576343844681332e-09,-29812.333984375,0.014598945155739784,0.01939973421394825,0.014598945155739784,0.0,-84917.4453125,0.2187032090005232,0.054562792007345706
Lifting_Heavy_Objects_during_standing_5_clip1,lifting heavy objects during standing,147,0.013793310150504112,0.02217414788901806,0.013793310150504112,2.514825681032562e-09,-31453.419921875,0.01356304157525301,0.017068635672330856,0.01356304157525301,0.0,-101331.25,0.1427891659998295,0.059292249992722645
sitting_during_Coin_Toss_2_clip1,sitting during coin toss,179,0.013799297623336315,0.02240576036274433,0.013799297623336315,-4.977994905175365e-09,-31343.427734375,0.014065776020288467,0.017995741218328476,0.014065776020288467,0.0,-86224.53125,0.23821270799817285,0.05249562500102911
Simultaneously_Eating_a_hamburger_and_standing_clip1,simultaneously eating a hamburger and standing,103,0.013811279088258743,0.022485127672553062,0.013811278156936169,1.1367627950065184e-09,-19788.205078125,0.014139542356133461,0.01836054027080536,0.014139542356133461,0.0,-65793.9296875,0.1057549580000341,0.05851287499535829
Reading_and_standing_at_the_same_time_clip1,reading and standing at the same time,195,0.013815689831972122,0.022758061066269875,0.013815688900649548,2.778511642986814e-08,-31711.62109375,0.015320570208132267,0.021805262193083763,0.015320570208132267,0.0,-86953.5390625,0.1717893750001167,0.05550179099373054
Cover_face_and_sitting_at_the_same_time_clip1,cover face and sitting at the same time,155,0.013817565515637398,0.022811952978372574,0.013817565515637398,4.8742987424077455e-09,-46319.15234375,0.014080391265451908,0.018109934404492378,0.014080391265451908,0.0,-99488.828125,0.1519138749999911,0.06248512500314973
Writing_in_the_Air_while_walking_1_clip1,writing in the air while walking,224,0.013819296844303608,0.02328519895672798,0.013819296844303608,-1.670625526806191e-09,-30251.875,0.016876932233572006,0.025127848610281944,0.016876932233572006,0.0,-92463.7578125,0.2739004590002878,0.052378458000021055
Selling_and_sitting_at_the_same_time_2_clip1,selling and sitting at the same time,228,0.013822569511830807,0.022728025913238525,0.013822571374475956,2.221909767285979e-09,-38126.05859375,0.014379066415131092,0.01851276122033596,0.014379066415131092,0.0,-96017.9765625,0.23389779100011765,0.05444999999599531
Simultaneously_Hand_touches_neck_and_walking_1_clip1,simultaneously hand touches neck and walking,177,0.013827003538608551,0.02310093119740486,0.013827003538608551,6.632219218261071e-10,-20317.32421875,0.01649615541100502,0.023942481726408005,0.01649615541100502,0.0,-66934.0390625,0.1696877909998875,0.056500042002880946
Wash_hands_during_sitting_1_clip1,wash hands during sitting,190,0.013827729038894176,0.022836055606603622,0.013827729038894176,3.1387785703884674e-09,-27054.619140625,0.014682833105325699,0.0202332790941,0.014682833105325699,0.0,-78178.265625,0.2605003749995376,0.06148337500053458
standing_while_Putting_on_shoes_clip1,standing while putting on shoes,256,0.013829819858074188,0.023086749017238617,0.013829819858074188,-1.80802626204013e-08,-45773.67578125,0.01567431353032589,0.022466188296675682,0.01567431353032589,0.0,-110669.046875,0.3434977920005622,0.05364620800537523
sitting_during_Getting_up_clip1,sitting during getting up,155,0.013837363570928574,0.0229038018733263,0.013837362639605999,-1.0870513378336e-09,-27570.427734375,0.01473624911159277,0.019400862976908684,0.01473624911159277,0.0,-78283.46875,0.21081558400328504,0.055164542005513795
sitting_during_Spread_your_hands_1_clip1,sitting during spread your hands,143,0.01383885182440281,0.02287483774125576,0.013838852755725384,-2.3284891792485496e-09,-62418.31640625,0.013800017535686493,0.017396749928593636,0.013800017535686493,0.0,-158351.109375,0.19143920799979242,0.058848457993008196
Simultaneously_sitting_and_Smoking_clip1,simultaneously sitting and smoking,247,0.013839838095009327,0.02233661711215973,0.013839836232364178,-8.02135158295414e-09,-43857.99609375,0.013979886658489704,0.01804017834365368,0.013979886658489704,0.0,-107647.3671875,0.21790504099999453,0.052785583000513725
Hand_touches_nose_during_sitting_4_clip1,hand touches nose during sitting,111,0.013854947872459888,0.022725531831383705,0.013854947872459888,-2.3079333999476148e-08,-28416.130859375,0.013699209317564964,0.017315391451120377,0.013699209317564964,0.0,-81900.7109375,0.11336666700003661,0.04431279200071003
Waddling_while_sitting_clip1,waddling while sitting,142,0.013857239857316017,0.02307899296283722,0.013857239857316017,-4.4495545026279615e-09,-27350.42578125,0.013954936526715755,0.01803581975400448,0.013954936526715755,0.0,-73820.7890625,0.19466591600212269,0.05442116700578481
Finding_something_during_standing_1_clip1,finding something during standing,256,0.013859537430107594,0.023517074063420296,0.013859537430107594,-1.045742603622557e-09,-31171.791015625,0.01607096940279007,0.02457643486559391,0.01607096940279007,0.0,-100276.4375,0.2403204160000314,0.05502449999039527
Act_cute_while_sitting_2_clip1,act cute while sitting,159,0.013861903920769691,0.022693118080496788,0.013861903920769691,-9.376349474621293e-09,-24099.384765625,0.014314617030322552,0.018939051777124405,0.014314617030322552,0.0,-69223.6875,0.15793037499997808,0.03595566599688027
sitting_and_Trimming_Plants_at_the_same_time_clip1,sitting and trimming plants at the same time,147,0.013864708133041859,0.022772513329982758,0.013864708133041859,-1.9861101652196567e-09,-25765.208984375,0.014198500663042068,0.01834872178733349,0.014198500663042068,0.0,-72362.0859375,0.20625412499794038,0.06125912499555852
Waddling_while_sitting_1_clip1,waddling while sitting,173,0.013864852488040924,0.022965561598539352,0.013864852488040924,1.2279151917482523e-08,-36972.59375,0.013758616521954536,0.01730986498296261,0.013758616521954536,0.0,-95629.9765625,0.22901508300128626,0.0684127919957973
Simultaneously_standing_and_Hat_Throwing_1_clip1,simultaneously standing and hat throwing,113,0.01386887114495039,0.023383671417832375,0.01386886928230524,6.985755862665144e-10,-13405.0576171875,0.016287801787257195,0.024228477850556374,0.016287801787257195,0.0,-50700.3203125,0.28612841699987257,0.056913375010481104
Simultaneously_Put_on_the_jacket_and_sitting_1_clip1,simultaneously put on the jacket and sitting,256,0.013870477676391602,0.02302424982190132,0.01387047953903675,-2.5073831899646848e-09,-38012.953125,0.015533383004367352,0.021622536703944206,0.015533383004367352,0.0,-119052.7109375,0.2796119169997837,0.06322912499308586
Drying_the_quilt_during_walking_2_clip1,drying the quilt during walking,238,0.013871440663933754,0.023274879902601242,0.013871442526578903,-1.3514107166656686e-08,-31437.556640625,0.017275242134928703,0.025515116751194,0.017275242134928703,0.0,-94643.03125,0.22166058300012992,0.06332016599480994
standing_and_Hat_Throwing_at_the_same_time_clip1,standing and hat throwing at the same time,115,0.013875080272555351,0.023024072870612144,0.013875080272555351,-1.3564842582525216e-08,-17869.94140625,0.014630518853664398,0.019489893689751625,0.014630518853664398,0.0,-54237.8984375,0.14948741700209212,0.05883437499869615
Simultaneously_sitting_and_Wrist_wrap_clip1,simultaneously sitting and wrist wrap,167,0.013880150392651558,0.022518208250403404,0.013880150392651558,2.2327244497688525e-09,-33881.7421875,0.01503446139395237,0.02028222754597664,0.01503446139395237,0.0,-82563.375,0.15577316600001723,0.05915608299255837
standing_while_Opening_the_bottle_clip1,standing while opening the bottle,147,0.013880397193133831,0.02274232730269432,0.013880397193133831,5.5551141464604825e-09,-36741.37890625,0.014116819016635418,0.01832340657711029,0.014116819016635418,0.0,-95514.5078125,0.21178341600170825,0.06199179201212246
Play_ball_with_both_hands_while_standing_clip1,play ball with both hands while standing,190,0.013882314786314964,0.023111440241336823,0.013882314786314964,-1.8674775503768615e-08,-32490.294921875,0.014212866313755512,0.018788035959005356,0.014212866313755512,0.0,-95598.5390625,0.17502575000003162,0.05675570899620652
